"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf";"mediaLimSup";"stdOrig";"stdRed";"stdLimInf";"stdLimSup";"chi2_lower";"chi2_upper";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_Test";"T_p_valor";"Welch_Test";"Welch_p_valor";"F_Test";"F_p_valor";"Wilcoxon_Test";"Wilcoxon_p_valor"
"2524";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;206;11,536;11,589;1,96;0,933;10,603;12,469;10,643;10,546;10,022;11,347;562,789;438,998;0,326;0,317;-1,292;-1,282;0,208;0,014;1;-0,054;0,957;0;0;0,992;0,932;36152,5;0,503
"2525";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;207;0,954;0,903;1,96;0,25;0,704;1,204;2,852;2,891;2,686;3,041;562,789;438,998;0,359;0,324;-0,726;-0,768;0,092;0,014;1;0,189;0,85;0;0;0,953;0,697;36223;0,522
"2526";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;209;254,796;254,414;1,96;9,197;245,599;263,993;104,921;105,438;98,797;111,862;562,789;438,998;-0,353;-0,346;-1,364;-1,344;1,89;0,023;1;0,039;0,969;0;0;0,992;0,93;37704,5;0,919
"2527";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;211;192,918;195,095;1,96;7,753;185,165;200,671;88,449;90,344;83,286;94,301;562,789;438,998;0,386;0,312;-0,728;-0,831;4,324;0,027;1;-0,259;0,796;0;0;0,867;0,263;36302,5;0,553
"2528";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;215;368,59;365,534;1,96;40,558;328,032;409,148;462,714;460,914;435,703;493,324;562,789;438,998;1,381;1,374;0,54;0,494;8,137;0,023;1;0,071;0,943;0;0;1,053;0,716;38165;0,742
"2529";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;216;46,422;45,723;1,96;4,592;41,83;51,014;52,387;52,008;49,328;55,852;562,789;438,998;1,326;1,338;0,786;0,781;1,283;0,015;1;0,144;0,886;0;0;1,043;0,77;38398;0,656
"2530";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;217;197,01;197,052;1,96;19,031;177,979;216,041;217,115;217,042;204,44;231,477;562,789;438,998;1,022;1,028;-0,465;-0,412;4,586;0,024;1;-0,002;0,998;0;0;0,992;0,931;38220;0,721
"2531";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;220;28,932;28,296;1,96;1,352;27,58;30,284;15,426;14,889;14,525;16,446;562,789;438,998;0,581;0,638;-0,239;-0,026;0,816;0,032;1;0,454;0,65;0;0;1,071;0,625;37986,5;0,81
"2532";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;222;218,206;213,909;1,96;16,112;202,094;234,318;183,812;181,353;173,082;195,971;562,789;438,998;0,924;0,921;-0,26;-0,262;5,979;0,027;1;0,253;0,8;0;0;1,017;0,918;38180;0,736
"2533";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;227;1481,362;1463,114;1,96;56,669;1424,693;1538,031;646,524;627,154;608,782;689,292;562,789;438,998;0,969;0,897;-0,081;-0,228;20,714;0,041;0,995;0,309;0,757;0;0;0,96;0,739;37369;0,948
"2534";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;228;122,152;120,369;1,96;3,942;118,21;126,094;44,969;42,974;42,344;47,944;562,789;438,998;1,175;1,097;0,379;0,177;1,943;0,023;1;0,44;0,661;0;0;0,976;0,832;37487,5;0,995
"2535";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;229;2617,74;2610,718;1,96;39,538;2578,202;2657,278;451,081;438,883;424,748;480,92;562,789;438,998;0,485;0,351;-0,536;-0,753;18,388;0,038;0,998;0,17;0,865;0;0;0,987;0,899;36514;0,625
"2536";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;230;19,818;19,929;1,96;0,436;19,382;20,254;4,972;5,084;4,681;5,3;562,789;438,998;-0,089;-0,041;-1,013;-0,987;0,213;0,019;1;-0,234;0,815;0;0;0,962;0,748;37110,5;0,847
"2537";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;237;547,842;549,794;1,96;11,095;536,747;558,937;126,581;126,707;119,192;134,955;562,789;438,998;1,323;1,296;0,855;0,7;3,512;0,029;1;-0,165;0,869;0;0;1,06;0,681;38074;0,776
"2538";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;238;90,568;90,355;1,96;1,744;88,824;92,312;19,902;19,625;18,74;21,218;562,789;438,998;-0,611;-0,698;-0,551;-0,584;0,575;0,023;1;0,116;0,908;0;0;1,031;0,836;37529,5;0,989
"2539";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;239;174,746;174,376;1,96;3,274;171,472;178,02;37,351;36,83;35,171;39,822;562,789;438,998;-0,194;-0,267;-0,925;-0,968;1,075;0,021;1;0,107;0,915;0;0;1,038;0,799;37625,5;0,951
"2540";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;240;177,14;178,58;1,96;8,854;168,286;185,994;101,017;102,416;95,12;107,699;562,789;438,998;1,068;1,093;0,418;0,524;2,365;0,019;1;-0,151;0,88;0;0;0,886;0,344;35950,5;0,442
"2541";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;241;16,7;16,611;1,96;0,39;16,31;17,09;4,451;4,472;4,191;4,746;562,789;438,998;0,261;0,28;-0,634;-0,667;0,177;0,015;1;0,213;0,831;0;0;0,957;0,723;36803;0,728
"2542";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;242;70,164;70,78;1,96;3,502;66,662;73,666;39,958;40,324;37,626;42,601;562,789;438,998;1,053;1,073;0,388;0,493;0,974;0,034;1;-0,164;0,87;0;0;0,891;0,366;35916;0,432
"2543";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;243;38,59;39,39;1,96;2,7;35,89;41,29;30,806;30,643;29,007;32,843;562,789;438,998;-0,527;-0,544;-1,333;-1,29;1,034;0,033;1;-0,279;0,78;0;0;1,03;0,845;36147,5;0,503
"2544";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;244;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;37500;NA
"2545";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;245;556,754;556,884;1,96;7,35;549,404;564,104;83,85;83,544;78,955;89,397;562,789;438,998;-0,256;-0,265;-0,663;-0,652;2,069;0,014;1;-0,017;0,987;0;0;0,969;0,794;36349;0,568
"2546";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;246;752,958;752,398;1,96;23,461;729,497;776,419;267,658;264,711;252,033;285,364;562,789;438,998;0,016;-0,008;-1,475;-1,505;4,213;0,025;1;0,023;0,982;0;0;1,022;0,889;37356;0,943
"2547";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;247;268,338;267,676;1,96;6,498;261,84;274,836;74,132;74,576;69,804;79,035;562,789;438,998;-0,17;-0,178;-1,62;-1,631;1,87;0,032;1;0,095;0,924;0;0;1,022;0,891;37693;0,924
"2548";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;248;10,082;10,022;1,96;0,259;9,823;10,341;2,958;2,95;2,786;3,154;562,789;438,998;-0,413;-0,425;-1,344;-1,323;0,099;0,02;1;0,216;0,829;0;0;1,057;0,693;37621,5;0,952
"2549";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;249;6,64;6,628;1,96;0,203;6,437;6,843;2,313;2,311;2,178;2,466;562,789;438,998;0,347;0,265;-0,078;-0,226;0,116;0,017;1;0,054;0,957;0;0;0,956;0,716;36353;0,566
"2550";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;251;51,58;51,633;1,96;2,158;49,422;53,738;24,626;24,76;23,188;26,255;562,789;438,998;0,08;0,067;-1,4;-1,381;0,384;0,018;1;-0,023;0,982;0;0;0,935;0,59;36654,5;0,675
"2551";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;252;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;37500;NA
"2552";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;253;76,38;76,578;1,96;3,866;72,514;80,246;44,105;44,419;41,531;47,023;562,789;438,998;-0,021;-0,018;-1,466;-1,473;0,906;0,014;1;-0,048;0,962;0;0;1,009;0,963;37480;0,992
"2553";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;254;51,328;50,052;1,96;6,598;44,73;57,926;75,279;72,839;70,885;80,259;562,789;438,998;1,562;1,571;0,745;0,806;1,512;0,014;1;0,186;0,852;0;0;1,121;0,406;37656,5;0,938
"2554";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;255;121,67;121,852;1,96;9,56;112,11;131,23;109,071;109,826;102,704;116,286;562,789;438,998;1,063;1,031;-0,209;-0,335;2,864;0,033;1;-0,018;0,986;0;0;1,032;0,828;38464,5;0,633
"2555";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;257;638,082;639,539;1,96;31,084;606,998;669,166;354,634;357,7;333,932;378,093;562,789;438,998;-0,061;-0,05;-1,354;-1,349;6,165;0,02;1;-0,044;0,965;0;0;1,004;0,994;37642,5;0,944
"2556";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;259;88,858;88,843;1,96;1,341;87,517;90,199;15,303;15,335;14,41;16,315;562,789;438,998;1,6;1,587;1,388;1,348;0,278;0,015;1;0,011;0,991;0;0;1,017;0,915;38479,5;0,627
"2557";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;261;18,084;18,1;1,96;0,481;17,603;18,565;5,488;5,497;5,168;5,851;562,789;438,998;-0,559;-0,558;-1,024;-1,014;0,102;0,004;1;-0,031;0,975;0;0;1,029;0,846;36685;0,685
"2558";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;262;86,182;84,03;1,96;3,825;82,357;90,007;43,64;42,694;41,092;46,527;562,789;438,998;0,784;0,82;-0,747;-0,696;2,417;0,037;0,999;0,537;0,592;0;0;0,942;0,634;38039,5;0,789
"2559";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;263;0,176;0,161;1,96;0,039;0,137;0,215;0,439;0,449;0,414;0,468;562,789;438,998;1,092;1,319;1,561;2,868;0,027;0,008;1;0,359;0,72;0;0;1,023;0,88;38164;0,641
"2560";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;266;2462,724;2465,192;1,96;45,238;2417,486;2507,962;516,103;513,447;485,975;550,244;562,789;438,998;0,12;0,09;-0,902;-0,956;15,154;0,019;1;-0,051;0,959;0;0;0,987;0,901;37677;0,93
"2561";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;269;971,226;968,756;1,96;24,543;946,683;995,769;280,006;276,424;263,66;298,529;562,789;438,998;0,684;0,662;-0,803;-0,887;7,747;0,024;1;0,095;0,924;0;0;1,055;0,705;37496;0,999
"2562";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;270;675,162;675,088;1,96;36,823;638,339;711,985;420,106;423,233;395,582;447,897;562,789;438,998;0,012;0,032;-1,315;-1,28;7,785;0,022;1;0,002;0,999;0;0;1,025;0,871;37627;0,95
"2563";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;271;1892,556;1888,968;1,96;76,347;1816,209;1968,903;871,027;875,639;820,18;928,647;562,789;438,998;0,816;0,808;-0,728;-0,744;11,74;0,04;0,996;0,044;0,965;0;0;1,016;0,924;37517;0,993
"2564";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;273;628,268;629,614;1,96;32,24;596,028;660,508;367,816;370,399;346,344;392,147;562,789;438,998;-0,056;-0,06;-1,597;-1,598;6,076;0,017;1;-0,039;0,969;0;0;1,012;0,948;37606,5;0,958
"2565";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;275;8907,852;8890,815;1,96;224,688;8683,164;9132,54;2563,398;2587,873;2413,756;2732,971;562,789;438,998;0,486;0,472;-1,274;-1,269;49,345;0,023;1;0,071;0,944;0;0;0,984;0,886;37457;0,983
"2566";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;277;416,534;415,914;1,96;16,605;399,929;433,139;189,442;188,73;178,383;201,974;562,789;438,998;-0,739;-0,745;-1,013;-1,006;2,701;0,033;1;0,035;0,972;0;0;1,004;0,996;36548,5;0,637
"2567";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;278;252,35;252,019;1,96;6,405;245,945;258,755;73,078;75,1;68,812;77,912;562,789;438,998;-0,212;-0,176;-1,135;-1,204;2,955;0,023;1;0,047;0,962;0;0;0,949;0,676;37927;0,833
"2568";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;279;1056,604;1061,597;1,96;8,397;1048,207;1065,001;95,802;89,41;90,21;102,14;562,789;438,998;-0,013;-0,12;-0,48;-0,349;8,187;0,052;0,936;-0,588;0,557;0;0;1,137;0,348;36760;0,714
"2569";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;280;4,224;4,206;1,96;0,081;4,143;4,305;0,924;0,996;0,87;0,985;562,789;438,998;0,425;0,482;0,172;-0,015;0,089;0,024;1;0,195;0,846;0;0;0,82;0,121;38806;0,488
"2570";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;281;94,32;94,442;1,96;1,154;93,166;95,474;13,17;13,335;12,401;14,041;562,789;438,998;0,515;0,488;-1,158;-1,276;0,423;0,018;1;-0,098;0,922;0;0;1,032;0,832;37573;0,971
"2571";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;283;125,332;123,383;1,96;10,472;114,86;135,804;119,468;112,869;112,494;127,372;562,789;438,998;1,45;1,303;1,987;1,504;4,468;0,017;1;0,182;0,855;0;0;1,012;0,947;36484;0,615
"2572";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;284;15,368;15,173;1,96;0,869;14,499;16,237;9,918;9,965;9,339;10,575;562,789;438,998;0,571;0,581;-0,838;-0,842;0,334;0,027;1;0,21;0,834;0;0;1,012;0,945;38556;0,601
"2573";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;285;32955,448;32964,963;1,96;236,674;32718,774;33192,122;2700,151;2679,471;2542,526;2878,771;562,789;438,998;-0,488;-0,469;-0,846;-0,871;67,325;0,017;1;-0,038;0,97;0;0;0,96;0,738;38482;0,627
"2574";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;286;53,02;52,949;1,96;1,771;51,249;54,791;20,206;20,307;19,026;21,542;562,789;438,998;1,023;1,069;0,123;0,22;0,427;0,013;1;0,037;0,97;0;0;0,959;0,735;37680;0,929
"2575";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;287;834,2;827,076;1,96;14,905;819,295;849,105;170,042;160,427;160,115;181,29;562,789;438,998;-0,308;-0,342;-0,422;-0,487;11,462;0,048;0,97;0,469;0,639;0;0;1,134;0,358;37482;0,993
"2576";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;288;11788,832;11784,128;1,96;198,914;11589,918;11987,746;2269,357;2274,362;2136,88;2419,479;562,789;438,998;-0,096;-0,062;-0,744;-0,725;46,325;0,02;1;0,022;0,982;0;0;0,955;0,706;36074;0,48
"2577";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;290;1009,614;1004,782;1,96;27,344;982,27;1036,958;311,956;309,525;293,746;332,593;562,789;438,998;-0,315;-0,293;-0,806;-0,818;7,819;0,024;1;0,167;0,868;0;0;1,013;0,941;36972;0,794
"2578";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;291;909,362;909,503;1,96;18,394;890,968;927,756;209,854;206,048;197,603;223,736;562,789;438,998;0,289;0,312;-1,496;-1,439;6,761;0,033;1;-0,007;0,994;0;0;1,052;0,72;37135;0,857
"2579";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;294;257,652;256,964;1,96;5,301;252,351;262,953;60,474;60,442;56,943;64,474;562,789;438,998;-0,126;-0,139;-1,346;-1,347;1,224;0,019;1;0,122;0,903;0;0;1,04;0,786;37278,5;0,913
"2580";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;295;108,25;108,185;1,96;1,533;106,717;109,783;17,488;17,352;16,467;18,645;562,789;438,998;-0,238;-0,265;-1,634;-1,657;0,325;0,023;1;0,04;0,968;0;0;0,988;0,911;36891;0,763
"2581";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;296;50,676;50,362;1,96;0,584;50,092;51,26;6,662;6,297;6,273;7,102;562,789;438,998;1,046;1,106;-0,014;-0,033;0,507;0,053;0,928;0,527;0,599;0;0;1,106;0,465;37758;0,898
"2582";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;297;13,646;13,664;1,96;0,141;13,505;13,787;1,61;1,628;1,516;1,717;562,789;438,998;-0,242;-0,147;-0,038;-0,103;0,085;0,014;1;-0,117;0,907;0;0;0,968;0,785;37638,5;0,944
"2583";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;301;49,384;49,574;1,96;1,666;47,718;51,05;19,004;19,48;17,894;20,261;562,789;438,998;0,596;0,625;-0,631;-0,623;0,512;0,01;1;-0,105;0,917;0;0;1,016;0,924;38014,5;0,799
"2584";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;320;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;37500;NA
"2585";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;121;134,252;134,516;1,96;5,626;128,626;139,878;64,182;64,333;60,435;68,428;562,789;438,998;1,168;1,136;0,06;0,028;1,547;0,039;0,997;-0,044;0,965;0;0;1,016;0,925;38008,5;0,801
"2586";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;122;19,862;19,926;1,96;0,773;19,089;20,635;8,822;8,869;8,307;9,405;562,789;438,998;1,066;1,029;-0,024;-0,061;0,239;0,022;1;-0,077;0,938;0;0;1,015;0,927;37191;0,878
"2587";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;123;179,072;178,717;1,96;10,64;168,432;189,712;121,384;121,651;114,298;129,414;562,789;438,998;0,303;0,328;-0,911;-0,818;2,519;0,016;1;0,031;0,975;0;0;0,926;0,541;36996,5;0,803
"2588";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;120;30,098;30,019;1,96;1,168;28,93;31,266;13,327;13,177;12,549;14,209;562,789;438,998;0,597;0,548;-0,145;-0,254;0,582;0,023;1;0,064;0,949;0;0;1,036;0,808;37029,5;0,816
"2589";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;125;111,564;111,994;1,96;7,406;104,158;118,97;84,49;84,299;79,558;90,08;562,789;438,998;0,726;0,676;-0,17;-0,334;2,07;0,02;1;-0,055;0,956;0;0;1,043;0,768;36874;0,756
"2590";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;197;26,124;26,162;1,96;1,428;24,696;27,552;16,294;16,557;15,343;17,372;562,789;438,998;1,455;1,487;0,652;0,782;0,286;0,01;1;-0,024;0,981;0;0;0,995;0,953;37746;0,902
"2591";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;198;40,51;40,617;1,96;0,767;39,743;41,277;8,746;8,697;8,235;9,324;562,789;438,998;0,572;0,51;-0,965;-1,096;0,296;0,012;1;-0,132;0,895;0;0;1,057;0,693;38084;0,772
"2592";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;130;139,992;141,247;1,96;5,115;134,877;145,107;58,354;60,456;54,948;62,214;562,789;438,998;1,173;1,179;1,829;1,519;2,384;0,011;1;-0,224;0,823;0;0;0,996;0,956;37896,5;0,844
"2593";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;201;16,738;16,661;1,96;0,434;16,304;17,172;4,952;4,975;4,663;5,279;562,789;438,998;0,045;0,085;-0,703;-0,645;0,108;0,007;1;0,166;0,868;0;0;1,015;0,927;38615;0,579
"2594";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;129;348,278;351,252;1,96;12,42;335,858;360,698;141,691;146,82;133,42;151,064;562,789;438,998;1,005;1,025;1,406;1,174;5,949;0,026;1;-0,219;0,827;0;0;0,99;0,919;37757,5;0,899
"2595";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;202;7,896;7,859;1,96;0,206;7,69;8,102;2,347;2,343;2,21;2,502;562,789;438,998;0,022;0,048;-0,636;-0,571;0,049;0,004;1;0,168;0,867;0;0;1,019;0,906;38595,5;0,581
"2596";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;203;7,814;7,76;1,96;0,206;7,608;8,02;2,354;2,339;2,216;2,509;562,789;438,998;-0,004;0,007;-0,76;-0,726;0,064;0,009;1;0,248;0,804;0;0;1,024;0,876;38445,5;0,635
"2597";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;37;699,392;701,892;1,96;15,251;684,141;714,643;173,994;175,774;163,837;185,504;562,789;438,998;1,318;1,289;0,561;0,402;5,016;0,024;1;-0,153;0,879;0;0;1,052;0,722;37976,5;0,813
"2598";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;38;789,96;792,23;1,96;15,843;774,117;805,803;180,75;182,744;170,198;192,707;562,789;438,998;1,384;1,353;0,611;0,459;4,777;0,027;1;-0,133;0,894;0;0;1,055;0,704;37798;0,883
"2599";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;39;964,678;966,638;1,96;17,748;946,93;982,426;202,478;204,566;190,658;215,872;562,789;438,998;1,366;1,339;0,488;0,371;5,213;0,022;1;-0,103;0,918;0;0;1,06;0,679;37654;0,939
"2600";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;40;1141,842;1145,155;1,96;19,331;1122,511;1161,173;220,537;223,343;207,663;235,126;562,789;438,998;0,626;0,596;-0,835;-0,932;6,328;0,025;1;-0,159;0,874;0;0;1,012;0,945;37276;0,912
"2601";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;42;1212,03;1216,015;1,96;20,976;1191,054;1233,006;239,308;242,565;225,338;255,138;562,789;438,998;0,415;0,394;-1,138;-1,2;6,956;0,023;1;-0,177;0,86;0;0;0,986;0,897;37023;0,813
"2602";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;43;1250,584;1255,347;1,96;21,146;1229,438;1271,73;241,245;244,709;227,162;257,204;562,789;438,998;0,203;0,184;-1,086;-1,14;6,801;0,026;1;-0,209;0,834;0;0;0,977;0,841;36917;0,773
"2603";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;45;8598,39;8594,885;1,96;234,396;8363,994;8832,786;2674,157;2667,375;2518,049;2851,057;562,789;438,998;0,293;0,28;-1,091;-1,084;35,278;0,036;0,999;0,014;0,989;0;0;0,931;0,572;36915;0,772
"2604";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;46;9496,862;9492,626;1,96;226,618;9270,244;9723,48;2585,423;2579,868;2434,495;2756,453;562,789;438,998;0,481;0,468;-0,983;-0,979;37,832;0,032;1;0,018;0,986;0;0;0,924;0,533;37083;0,836
"2605";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;66;14036,574;14028,707;1,96;257,478;13779,096;14294,052;2937,491;2931,337;2766,01;3131,811;562,789;438,998;0,935;0,924;-0,513;-0,529;49,827;0,036;0,999;0,029;0,977;0;0;0,915;0,481;37275,5;0,912
"2606";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;75;918,448;910,112;1,96;54,753;863,695;973,201;624,659;618,692;588,194;665,981;562,789;438,998;1,122;1,155;-0,304;-0,247;14,768;0,038;0,998;0,144;0,886;0;0;1,038;0,798;37773;0,893
"2607";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;292;9925,876;9919,632;1,96;167,599;9758,277;10093,475;1912,094;1909,847;1800,473;2038,583;562,789;438,998;-0,615;-0,593;-0,777;-0,785;40,08;0,02;1;0,035;0,972;0;0;0,977;0,84;36035;0,468
"2608";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;302;1862,932;1864,465;1,96;47,097;1815,835;1910,029;537,313;542,81;505,947;572,857;562,789;438,998;1,739;1,759;1,381;1,489;6,603;0,004;1;-0,03;0,976;0;0;0,898;0,396;36097;0,4
"2609";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;318;110,168;110,595;1,96;3,714;106,454;113,882;42,371;43,508;39,898;45,174;562,789;438,998;0,598;0,63;-0,631;-0,616;1,227;0,01;1;-0,106;0,916;0;0;1,013;0,942;38081;0,773
"2610";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;131;-230,2;-230,154;1,96;13,855;-244,055;-216,345;158,063;158,127;148,836;168,52;562,789;438,998;-0,008;-0,013;-1,522;-1,5;2,609;0,037;0,999;-0,003;0,998;0;0;0,981;0,868;37704;0,92
"2611";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;306;-198,846;-198,854;1,96;13,189;-212,035;-185,657;150,468;150,489;141,685;160,422;562,789;438,998;-0,076;-0,081;-1,5;-1,479;2,514;0,02;1;0,001;1;0;0;0,985;0,892;37774;0,892
"2612";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;132;23,896;23,825;1,96;0,571;23,325;24,467;6,512;6,514;6,131;6,942;562,789;438,998;-0,157;-0,146;-0,719;-0,696;0,119;0,002;1;0,116;0,908;0;0;1,018;0,91;38430;0,644
"2613";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;21;363,284;363,178;1,96;14,706;348,578;377,99;167,781;168,248;157,987;178,88;562,789;438,998;-0,086;-0,088;-1,505;-1,479;3,102;0,029;1;0,007;0,995;0;0;0,973;0,819;37214;0,887
"2614";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;126;661,448;661,348;1,96;17,87;643,578;679,318;203,875;205,044;191,973;217,362;562,789;438,998;-0,459;-0,471;-1,179;-1,142;3,684;0,019;1;0,005;0,996;0;0;0,952;0,69;37228,5;0,893
"2615";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;299;1252,776;1257,353;1,96;43,065;1209,711;1295,841;491,318;497,647;462,636;523,819;562,789;438,998;-0,331;-0,314;-1,269;-1,247;12,591;0,024;1;-0,099;0,921;0;0;0,96;0,739;37381;0,953
"2616";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;19;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;37500;NA
"2617";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;304;0,156;0,141;1,96;0,04;0,116;0,196;0,456;0,43;0,429;0,486;562,789;438,998;3,371;3,47;12,63;13,24;0,015;0,001;1;0,377;0,707;0;0;1,031;0,834;38129,5;0,58
"2618";"VazaoIncrementalMultidimensional/";"Arvore5";3;150;303;31,346;31,407;1,96;0,902;30,444;32,248;10,291;10,318;9,691;10,972;562,789;438,998;-0,741;-0,805;-0,743;-0,658;0,261;0,031;1;-0,063;0,95;0;0;0,962;0,752;37160,5;0,866
"2619";"VazaoIncrementalMultidimensional/";"Arvore5";2;75;1;138,192;138,482;1,96;5,541;132,651;143,733;63,221;63,766;59,53;67,403;562,789;438,998;0,581;0,562;-0,96;-1,008;1,75;0,02;1;-0,037;0,971;0;0;0,947;0,721;15209;0,008
"2620";"VazaoIncrementalMultidimensional/";"Arvore5";2;75;2;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;18750;NA
"2621";"VazaoIncrementalMultidimensional/";"Arvore5";2;75;6;698,104;700,052;1,96;44,58;653,524;742,684;508,597;508,257;478,907;542,242;562,789;438,998;1,125;1,151;0,082;0,178;12,312;0,04;1;-0,031;0,976;0;0;0,847;0,316;15694;0,023
"2622";"VazaoIncrementalMultidimensional/";"Arvore5";2;75;7;133,254;132,964;1,96;7,472;125,782;140,726;85,245;82,819;80,269;90,885;562,789;438,998;1,445;1,44;0,445;0,487;2,978;0,048;1;0,028;0,978;0;0;0,825;0,245;15719,5;0,024
